Recording date:	2018/04/13
Recording time:	16:54:11
Recording resolution	1920 x 1200

TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	960.0763	584.4014	0	971.5208	598.1712	0	965.7985	591.2863	
16.7	967.3623	586.9316	0	974.0927	596.8901	0	970.7275	591.9108	
33.4	966.2743	587.0053	0	967.4543	588.5693	0	966.8643	587.7873	
50.0	970.0548	600.3026	0	964.1336	583.1043	0	967.0942	591.7035	
66.7	971.2500	600.5639	0	961.2861	576.5837	0	966.2681	588.5738	
83.4	963.7996	589.4479	0	964.4822	586.1487	0	964.1409	587.7983	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	964.4948	600.9575	0	975.9695	588.3077	0	970.2322	594.6326	
16.6	964.3891	594.4187	0	967.1114	602.7875	0	965.7503	598.6031	
33.2	976.6712	600.9440	0	977.1885	603.5921	0	976.9299	602.2681	
50.0	967.8356	608.5918	0	970.0051	599.2505	0	968.9204	603.9212	
66.6	968.5295	591.2114	0	968.0840	606.5666	0	968.3067	598.8890	
83.2	976.2500	604.3024	0	958.2595	596.1078	0	967.2547	600.2051	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	966.0620	617.7136	0	964.4100	583.6407	0	965.2360	600.6771	
16.7	971.2940	618.5682	0	966.8212	582.8482	0	969.0576	600.7082	
33.4	984.7325	607.4161	0	970.2639	595.6806	0	977.4982	601.5484	
50.0	982.3016	620.9864	0	967.8907	588.5296	0	975.0961	604.7580	
66.6	970.1779	617.8867	0	983.0664	595.1306	0	976.6221	606.5087	
83.4	969.2081	597.6914	0	972.3873	603.1001	0	970.7977	600.3957	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	985.9432	592.0738	0	975.7831	582.6797	0	980.8631	587.3768	
16.6	977.8222	599.4558	0	969.3285	594.8178	0	973.5753	597.1368	
33.4	975.2341	607.8879	0	976.9296	581.8461	0	976.0819	594.8670	
50.0	978.9496	592.9446	0	983.9503	579.8554	0	981.4499	586.4000	
66.6	974.4301	593.4542	0	981.0761	575.1467	0	977.7531	584.3004	
83.2	990.2999	611.6494	0	981.6426	577.7170	0	985.9713	594.6832	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	963.8395	597.5768	0	959.4232	593.6822	0	961.6314	595.6295	
16.6	967.1327	589.2046	0	967.0409	583.8737	0	967.0868	586.5392	
33.2	964.0815	576.2689	0	965.0947	591.7057	0	964.5881	583.9873	
49.9	963.5410	601.6506	0	960.5528	588.3749	0	962.0469	595.0127	
66.6	954.7815	598.4559	0	977.9724	584.9502	0	966.3769	591.7031	
83.2	966.3915	592.0070	0	977.6739	583.8159	0	972.0327	587.9114	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	936.5900	619.9738	0	964.5960	588.2950	0	950.5930	604.1344	
16.7	945.7919	618.9931	0	949.6205	598.1886	0	947.7062	608.5908	
33.4	955.0831	605.3512	0	957.0754	589.2733	0	956.0792	597.3123	
50.0	959.7563	617.3802	0	960.1347	582.5003	0	959.9455	599.9403	
66.6	942.3933	622.1536	0	973.3969	588.1774	0	957.8951	605.1655	
83.4	943.5165	620.3718	0	963.8366	588.8983	0	953.6766	604.6351	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	939.2340	609.5533	0	960.3010	588.3969	0	949.7675	598.9751	
16.7	942.1350	607.9388	0	959.3309	579.5266	0	950.7329	593.7327	
33.4	948.6774	605.3217	0	954.7059	597.8612	0	951.6917	601.5915	
50.0	944.0298	595.0067	0	954.9066	574.5868	0	949.4682	584.7967	
66.6	964.7346	593.0351	0	954.6945	585.8579	0	959.7146	589.4465	
83.4	951.9890	597.9455	0	957.5520	584.8772	0	954.7705	591.4114	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	976.2099	607.6728	0	964.9588	587.9157	0	970.5843	597.7942	
16.6	972.8042	604.9833	0	964.9600	594.2602	0	968.8821	599.6217	
33.2	968.8403	615.4277	0	959.2760	586.1785	0	964.0582	600.8031	
50.0	979.2806	604.8515	0	954.0307	579.3240	0	966.6556	592.0878	
66.6	976.6224	598.2727	0	972.4567	583.7356	0	974.5395	591.0041	
83.2	976.4688	604.2429	0	974.3551	584.1295	0	975.4119	594.1862	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	963.6678	597.3528	0	960.0302	619.7747	0	961.8490	608.5637	
16.6	971.5275	612.6919	0	955.5561	606.0917	0	963.5418	609.3918	
33.2	947.3962	601.3056	0	958.3703	601.7798	0	952.8832	601.5427	
49.9	962.4698	630.3415	0	966.1736	603.0754	0	964.3217	616.7085	
66.6	956.2556	587.2416	0	965.2596	610.2006	0	960.7576	598.7211	
83.2	959.4143	585.9559	0	958.4310	612.0205	0	958.9226	598.9882	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	981.0723	569.5067	0	970.9033	557.4365	0	975.9878	563.4716	
16.6	975.2066	582.1909	0	973.7361	563.6787	0	974.4713	572.9348	
33.2	989.0565	590.1288	0	972.2380	549.0602	0	980.6472	569.5945	
50.0	976.2605	581.2528	0	980.4696	558.5969	0	978.3650	569.9249	
66.6	978.9095	580.0974	0	980.6165	556.0992	0	979.7630	568.0983	
83.2	958.9971	587.9306	0	974.7466	556.5121	0	966.8718	572.2214	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	965.4219	583.3614	0	963.2182	591.1044	0	964.3200	587.2329	
16.6	948.7562	586.3403	0	967.8149	603.4531	0	958.2856	594.8967	
33.4	949.4457	584.8967	0	963.5834	603.6321	0	956.5145	594.2644	
50.0	946.7395	585.5472	0	955.8564	595.7667	0	951.2980	590.6569	
66.6	974.9005	600.7347	0	963.9270	587.8610	0	969.4137	594.2978	
83.2	955.4994	580.1555	0	952.9666	580.8517	0	954.2330	580.5036	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	968.8093	601.0843	0	965.1843	596.5614	0	966.9968	598.8229	
16.6	966.5447	587.6903	0	964.0846	590.6985	0	965.3147	589.1944	
33.4	966.5150	600.3522	0	962.7337	602.6834	0	964.6244	601.5178	
50.0	977.5827	591.6665	0	973.8565	613.3601	0	975.7196	602.5133	
66.6	976.2441	583.8670	0	976.0116	593.7408	0	976.1278	588.8039	
83.2	988.4769	597.4411	0	973.9682	587.1193	0	981.2225	592.2802	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	955.4106	612.8998	0	942.0126	585.6665	0	948.7116	599.2831	
16.6	983.3174	616.5228	0	952.5338	573.7397	0	967.9256	595.1313	
33.4	970.0173	613.6463	0	977.2382	586.6945	0	973.6278	600.1704	
50.0	977.6380	607.4016	0	966.3584	595.4540	0	971.9982	601.4278	
66.6	968.1339	613.1692	0	957.3396	595.2124	0	962.7367	604.1908	
83.2	959.5622	617.0658	0	940.3710	592.7364	0	949.9666	604.9011	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	978.2703	583.6406	0	964.9513	579.6157	0	971.6108	581.6281	
16.6	977.8577	573.5172	0	974.4239	584.0532	0	976.1408	578.7852	
33.2	988.7188	577.7357	0	978.6212	612.7729	0	983.6700	595.2543	
50.0	976.7881	601.0310	0	979.5398	599.6222	0	978.1640	600.3266	
66.6	990.2626	602.0578	0	976.1544	586.9243	0	983.2085	594.4910	
83.2	982.3802	600.3498	0	983.7403	578.8812	0	983.0603	589.6155	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	959.5466	614.3242	0	948.7878	591.2953	0	954.1672	602.8097	
16.6	960.0073	598.4298	0	958.5297	590.6549	0	959.2685	594.5424	
33.4	966.5669	606.1805	0	968.0187	601.3247	0	967.2928	603.7526	
50.0	966.9183	596.8349	0	968.9161	590.5608	0	967.9172	593.6978	
66.6	972.9994	596.5944	0	962.7726	590.1488	0	967.8860	593.3716	
83.2	961.1741	607.3125	0	953.7728	585.1603	0	957.4735	596.2364	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	966.7500	602.8797	0	955.6621	571.7553	0	961.2060	587.3175	
16.6	982.6649	608.3958	0	946.9919	595.8656	0	964.8284	602.1307	
33.4	962.9969	585.8312	0	958.4264	603.9536	0	960.7117	594.8924	
50.0	965.3819	598.6337	0	944.1972	601.0700	0	954.7896	599.8519	
66.6	976.8079	607.6483	0	955.3099	583.1189	0	966.0589	595.3836	
83.2	969.8627	596.0196	0	954.1030	586.9489	0	961.9828	591.4843	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	956.1656	623.8540	0	967.4974	593.5177	0	961.8315	608.6858	
16.6	961.5896	616.1149	0	952.1229	613.9522	0	956.8562	615.0335	
33.4	968.8210	627.4778	0	948.2466	605.1142	0	958.5338	616.2960	
50.0	963.2520	620.1984	0	957.1426	603.5314	0	960.1973	611.8649	
66.6	961.1584	618.6644	0	958.3432	604.9791	0	959.7508	611.8217	
83.2	975.8848	614.3379	0	962.5493	588.0527	0	969.2171	601.1953	
100.0	972.8259	616.0753	0	955.1679	591.3402	0	963.9969	603.7077	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	965.9122	593.5425	0	967.3946	579.5437	0	966.6534	586.5431	
16.6	970.8332	608.2534	0	954.2190	590.1589	0	962.5261	599.2061	
33.2	958.7443	583.5697	0	960.0830	582.3547	0	959.4136	582.9622	
50.0	964.6863	580.0457	0	958.3061	599.5982	0	961.4962	589.8220	
66.6	970.7539	611.9847	0	949.4779	583.7898	0	960.1159	597.8873	
83.2	975.7099	606.0113	0	970.6240	588.9495	0	973.1670	597.4804	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
16.7	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
33.3	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
50.0	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
66.6	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
83.5	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
100.1	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
116.9	972.6946	621.0273	0	961.2292	629.1524	0	966.9619	625.0898	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	984.9826	607.6538	0	990.1355	578.9331	0	987.5591	593.2935	
16.6	985.9771	594.5357	0	977.8267	580.9403	0	981.9019	587.7380	
33.2	971.5823	585.2690	0	975.3698	570.6878	0	973.4760	577.9784	
50.0	981.7271	580.4131	0	972.7249	570.5526	0	977.2260	575.4829	
66.6	975.7179	574.2701	0	969.9835	570.0993	0	972.8507	572.1847	
83.2	977.3540	573.3973	0	972.1068	575.0252	0	974.7304	574.2113	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	958.9472	595.1961	0	955.2709	587.1244	0	957.1091	591.1602	
16.6	968.9932	602.4056	0	956.5740	593.0562	0	962.7836	597.7309	
33.4	970.4412	612.2854	0	961.2314	599.7952	0	965.8363	606.0403	
50.0	961.6465	588.8785	0	963.2528	606.7927	0	962.4497	597.8356	
66.6	962.8474	601.8015	0	961.2964	606.6863	0	962.0719	604.2439	
83.2	955.8706	610.8752	0	965.0801	601.8399	0	960.4754	606.3575	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	969.0592	600.6254	0	969.9777	595.5678	0	969.5185	598.0966	
16.6	979.1357	605.6622	0	965.2271	586.3634	0	972.1814	596.0128	
33.2	966.3247	591.0758	0	969.3194	607.8758	0	967.8221	599.4758	
50.0	963.4556	584.7462	0	952.3426	565.8239	0	957.8991	575.2850	
66.6	965.3175	610.2611	0	970.8085	594.4635	0	968.0630	602.3623	
83.2	964.2408	612.1716	0	959.6574	612.6680	0	961.9491	612.4198	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	938.8658	605.5333	0	946.3050	588.5908	0	942.5854	597.0620	
16.6	942.4333	617.7709	0	948.9196	590.2997	0	945.6765	604.0353	
33.4	933.3834	617.4112	0	949.7468	588.1934	0	941.5651	602.8023	
50.0	934.3714	623.3312	0	938.7157	579.3678	0	936.5436	601.3495	
66.6	932.6870	605.2609	0	942.6273	593.6749	0	937.6571	599.4679	
83.2	963.5124	602.1736	0	964.2484	599.8031	0	963.8804	600.9884	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	991.1138	547.2972	0	989.7187	551.7357	0	990.4163	549.5164	
16.6	1000.4083	572.0433	0	998.3028	556.3226	0	999.3555	564.1829	
33.4	998.2631	558.8979	0	995.1382	543.2791	0	996.7006	551.0885	
50.0	1000.6021	573.0344	0	982.2027	554.7643	0	991.4024	563.8994	
66.6	999.4650	580.3174	0	1006.4212	560.7415	0	1002.9431	570.5294	
83.2	1009.4259	577.7906	0	998.6244	546.6015	0	1004.0252	562.1960	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	967.9749	604.4140	0	949.4168	625.9080	0	958.6959	615.1610	
16.6	958.9805	594.1633	0	957.0837	606.2142	0	958.0321	600.1888	
33.2	963.8670	602.5638	0	947.8173	614.0765	0	955.8422	608.3202	
50.0	956.9637	604.2260	0	961.1783	608.1787	0	959.0710	606.2024	
66.6	966.4850	607.7316	0	960.8017	601.3848	0	963.6434	604.5582	
83.2	954.8603	607.7723	0	951.0873	610.3990	0	952.9738	609.0857	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	964.8061	596.5695	0	954.1728	581.4058	0	959.4894	588.9877	
16.6	961.5898	596.1189	0	960.0126	577.2466	0	960.8012	586.6827	
33.2	969.6053	609.8206	0	965.2175	596.5736	0	967.4114	603.1971	
49.9	967.6286	614.0498	0	956.3048	592.2620	0	961.9667	603.1559	
66.5	963.3568	615.1800	0	959.7879	591.6403	0	961.5724	603.4102	
83.2	967.9997	625.4129	0	952.8127	582.8283	0	960.4062	604.1206	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	953.1272	605.8100	0	952.3138	597.7154	0	952.7205	601.7627	
16.6	958.4203	616.5835	0	936.5576	597.1438	0	947.4889	606.8636	
33.2	965.1310	597.2636	0	948.3954	601.4187	0	956.7632	599.3412	
49.9	959.8496	606.3490	0	954.5663	602.7800	0	957.2080	604.5645	
66.6	966.9668	608.9045	0	950.0436	591.3871	0	958.5052	600.1458	
83.2	957.3397	610.5237	0	948.4116	607.0765	0	952.8756	608.8001	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	970.6768	585.4186	0	933.1409	611.6685	0	951.9089	598.5435	
16.6	948.1410	593.9923	0	945.6997	610.6362	0	946.9204	602.3142	
33.2	953.4398	586.1206	0	945.9158	598.5186	0	949.6778	592.3196	
49.9	941.6914	591.5082	0	952.1092	611.3101	0	946.9003	601.4092	
66.6	947.5367	599.9197	0	946.0937	602.9758	0	946.8152	601.4477	
83.2	945.5412	584.6957	0	938.9158	597.6362	0	942.2285	591.1659	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	965.3855	597.4992	0	956.5369	579.7872	0	960.9612	588.6432	
16.6	961.8945	586.6162	0	962.9574	594.2087	0	962.4260	590.4125	
33.2	956.2758	585.4214	0	966.3776	595.0992	0	961.3267	590.2603	
50.0	973.6604	590.8695	0	945.1951	586.3795	0	959.4278	588.6245	
66.6	958.9381	598.3134	0	956.4337	584.0333	0	957.6859	591.1734	
83.2	954.1730	597.0971	0	953.5703	594.0979	0	953.8716	595.5975	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	957.0854	609.4412	0	958.7013	587.5238	0	957.8934	598.4825	
16.7	953.7751	603.7489	0	970.2708	584.9751	0	962.0230	594.3620	
33.4	964.3705	610.5989	0	960.5236	591.9237	0	962.4471	601.2613	
50.0	970.0834	603.8776	0	965.2043	596.2412	0	967.6439	600.0594	
66.6	976.0598	606.7177	0	974.6576	585.5637	0	975.3587	596.1407	
83.4	977.8154	606.9146	0	958.0292	592.1648	0	967.9223	599.5397	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	979.0084	591.1724	0	975.5465	603.9677	0	977.2774	597.5700	
16.6	967.8252	608.7681	0	974.4739	596.7755	0	971.1495	602.7718	
33.2	974.4118	589.4737	0	972.9975	612.6069	0	973.7046	601.0403	
50.0	973.1040	608.9936	0	957.3869	603.4211	0	965.2454	606.2073	
66.6	958.3654	605.2537	0	954.6013	602.3498	0	956.4834	603.8017	
83.2	971.8170	608.4873	0	971.0616	594.2885	0	971.4393	601.3879	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	966.9736	606.7663	0	970.0724	609.8299	0	968.5230	608.2981	
16.6	971.3982	608.7238	0	967.8237	592.7374	0	969.6109	600.7306	
33.2	967.1047	609.7175	0	965.9052	610.2500	0	966.5050	609.9837	
49.9	975.5082	602.1957	0	962.0290	596.1303	0	968.7686	599.1630	
66.6	968.8359	592.9398	0	959.3923	608.4335	0	964.1141	600.6867	
83.2	965.6002	586.1774	0	963.6889	602.3880	0	964.6445	594.2827	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	972.8186	599.7945	0	967.9711	593.1647	0	970.3949	596.4796	
16.6	968.2797	598.5537	0	958.1642	594.3913	0	963.2220	596.4725	
33.2	954.1024	608.8392	0	954.6117	598.3365	0	954.3570	603.5879	
50.0	969.3781	591.6102	0	950.7842	610.0118	0	960.0812	600.8110	
66.6	948.0785	590.3213	0	971.1194	615.4106	0	959.5989	602.8659	
83.2	964.4021	593.3017	0	974.3306	604.2336	0	969.3663	598.7677	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	964.1545	567.0615	0	961.2954	601.4306	0	962.7250	584.2461	
16.7	961.9791	593.1582	0	967.2517	581.4499	0	964.6154	587.3041	
33.4	980.7136	595.1404	0	971.9823	595.6114	0	976.3480	595.3759	
50.0	972.0443	585.5949	0	977.3500	584.3243	0	974.6972	584.9596	
66.6	967.0906	588.4097	0	973.6314	587.7815	0	970.3610	588.0956	
