Subject,Session,Trial,Time1,Time2,Trial_Start,Trial_End,Dots_Shown1,Dots_Shown2,Dots_Counted,Score,Dot_Width,Dot_Height,which_array,dl_x,dl_y
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1023,170
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,165,703
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,504,598
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,614,615
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1557,534
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,312,210
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,317,245
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1477,1034
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,367,98
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,648,141
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1559,502
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,389,226
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1205,526
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,455,103
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,979,20
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1117,91
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,404,136
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,83,676
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1041,597
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,108,557
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1262,728
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,868,864
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,424,325
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,772,773
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,497,242
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,790,1004
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1677,564
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1296,898
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,877,453
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1631,1035
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,142,1018
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,796,1044
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,326,1028
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1098,570
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,568,992
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,289,1013
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,31,759
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,583,520
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,974,890
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,30,109
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1447,1018
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,124,153
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,217,528
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1187,714
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1351,358
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1273,60
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,665,69
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1257,217
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1704,335
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,472,530
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1592,150
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,635,401
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,967,645
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,781,375
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,284,902
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1378,496
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,460,953
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,922,275
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,51,84
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1031,67
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,856,222
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1360,856
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,485,196
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,853,348
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1362,804
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1255,924
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1146,430
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1451,683
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,222,1036
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,566,748
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,1,1204,654
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,910,469
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,969,366
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,353,700
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1108,848
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,140,752
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1681,793
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,386,548
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,173,551
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,686,903
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1610,237
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,684,379
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,581,441
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1505,67
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,113,317
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1060,656
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1646,934
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,428,113
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1148,757
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,851,822
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,537,909
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1463,166
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1173,340
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1042,394
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,128,154
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1138,689
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,788,326
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,97,945
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1116,990
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,380,959
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1466,729
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,474,914
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,541,718
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,101,741
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,276,738
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1161,283
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1250,625
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1596,347
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,751,220
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1391,392
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1251,576
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,247,255
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,824,487
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1140,425
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1208,588
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,246,529
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1034,996
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,640,967
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,756,1060
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1513,161
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,504,160
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1294,1050
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1540,525
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1417,930
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,502,868
mur,1,0,1.0,0.1,1531950198.022159,1531950199.919208,71,55,1,True,8,8,2,1356,42
mur,1,1,1.0,0.1,1531950206.718837,1531950208.582351,19,18,2,False,8,8,1,19,407
mur,1,1,1.0,0.1,1531950206.718837,1531950208.582351,19,18,2,False,8,8,1,1276,411
mur,1,1,1.0,0.1,1531950206.718837,1531950208.582351,19,18,2,False,8,8,1,462,246
mur,1,1,1.0,0.1,1531950206.718837,1531950208.582351,19,18,2,False,8,8,1,295,702
mur,1,1,1.0,0.1,1531950206.718837,1531950208.582351,19,18,2,False,8,8,1,1351,246
mur,1,1,1.0,0.1,1531950206.718837,1531950208.582351,19,18,2,False,8,8,1,815,31
