Subject,Session,Trial,Time1,Time2,Trial_Start,Trial_End,Dots_Shown1,Dots_Shown2,Dots_Counted,Score,Dot_Width,Dot_Height,which_array,dl_x,dl_y
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1507,520
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,249,823
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1704,519
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,764,869
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1544,943
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,812,301
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1117,665
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,54,1025
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,423,783
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,822,779
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,476,912
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1101,1020
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,48,474
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1046,831
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,415,377
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1496,396
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,220,719
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1163,564
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1507,760
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1513,357
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1313,613
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,845,534
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,374,384
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,988,491
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,1582,946
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,66,411
plu,1,0,0.1,1.0,1530294538.719119,1530294539.685285,54,53,2,False,8,8,1,59,61
