Subject,Session,Trial,Time,Trial_Start,Trial_End,Dots_Shown,Dots_Counted,Score,Dot_Width,Dot_Height,dl_x,dl_y
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1619,792
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1191,545
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1564,411
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1497,514
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1113,709
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,344,821
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1133,774
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1167,728
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1087,1018
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1393,1059
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,221,931
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,335,924
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1163,531
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,180,640
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1611,232
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1033,85
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,842,48
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1660,28
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,545,74
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,113,531
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,400,338
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,824,448
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,582,571
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1528,932
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,999,404
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1226,958
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,930,118
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,530,25
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,144,536
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,655,699
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,1605,624
tru,2,0,3.0,1531423004.598846,1531423007.602387,32,35,0.90625,8,8,837,986
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1577,20
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1271,602
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1542,441
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1084,244
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1292,697
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,516,854
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,46,405
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1588,271
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,283,798
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,448,975
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,837,50
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,472,441
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,649,447
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1051,404
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,835,644
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1309,151
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1578,872
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,389,834
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,656,162
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,498,356
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1042,92
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1007,592
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,157,833
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1316,473
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,376,158
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1505,563
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,601,237
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,53,121
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,743,981
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,906,935
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1473,304
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,658,855
tru,2,1,3.0,1531423018.62479,1531423021.627572,33,40,0.7878787878787878,8,8,1146,236
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,775,788
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,1436,487
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,467,983
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,1630,300
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,552,921
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,138,458
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,103,220
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,657,969
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,1622,472
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,57,976
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,101,971
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,439,35
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,420,549
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,689,751
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,746,695
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,748,107
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,814,1035
tru,2,2,3.0,1531423029.060907,1531423032.069223,18,20,0.8888888888888888,8,8,1381,517
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,1285,595
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,228,895
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,1011,308
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,477,352
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,192,323
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,549,489
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,1054,730
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,350,949
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,1707,297
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,1218,925
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,1028,850
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,1521,368
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,501,780
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,1470,827
tru,2,3,3.0,1531423038.245288,1531423041.247009,67,60,0.8955223880597015,8,8,1395,268
