Subject,Session,Trial,Time,Trial_Start,Trial_End,Dots_Shown,Dots_Counted,Score,Dot_Width,Dot_Height,dl_x,dl_y
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1273,433
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,915,616
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1239,891
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,502,596
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1146,1000
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,829,425
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1360,974
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1546,513
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,68,31
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,437,374
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1234,21
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,249,218
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,413,27
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,418,208
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1467,658
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,85,528
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,217,57
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,29,637
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1306,753
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,159,314
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1634,213
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1283,92
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,985,827
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1597,767
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1127,314
mur,2,0,0.1,1531950713.74344,1531950713.848153,26,21,0.8076923076923077,8,8,1120,796
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,1335,401
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,1526,815
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,1664,1049
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,125,531
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,74,434
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,217,659
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,671,545
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,487,73
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,845,34
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,222,147
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,292,181
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,818,881
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,849,570
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,704,291
mur,2,1,0.1,1531950721.929893,1531950722.030234,15,11,0.7333333333333334,8,8,1146,53
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,1613,682
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,1205,458
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,1203,376
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,281,720
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,837,732
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,278,374
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,261,672
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,895,945
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,415,757
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,641,233
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,1670,1035
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,688,691
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,406,632
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,19,598
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,107,887
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,1411,445
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,1171,416
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,918,527
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,468,398
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,935,977
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,1429,32
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,558,125
mur,2,2,0.1,1531950727.859981,1531950727.960809,81,40,0.49382716049382713,8,8,346,554
