Subject,Session,Trial,Time,Trial_Start,Trial_End,Dots_Shown,Dots_Counted,Score,Dot_Width,Dot_Height,dl_x,dl_y
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,258,356
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1237,540
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,92,849
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,674,27
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1651,642
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,610,118
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,885,662
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1430,706
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,156,295
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1521,161
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,650,452
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,847,940
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1589,850
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1149,702
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,429,560
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1245,420
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1603,417
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,66,630
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,708,342
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1618,716
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1475,323
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,108,421
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,925,489
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1364,260
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1032,740
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,491,403
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1393,352
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,488,710
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,153,641
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1184,299
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,322,1058
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1408,890
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1420,272
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1274,614
yaj,1,0,1,1528917934.735868,1528917935.738836,72,32,0.4444444444444444,8,8,1531,916
