Subject,Session,Trial,Time,Trial_Start,Trial_End,Dots_Shown,Dots_Counted,Score,Dot_Width,Dot_Height,dl_x,dl_y
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,710,409
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,689,919
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,1290,707
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,384,886
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,722,1054
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,968,563
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,1646,995
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,502,143
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,125,402
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,754,862
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,1623,802
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,60,885
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,305,396
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,1671,255
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,860,75
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,675,464
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,1045,617
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,657,630
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,1669,344
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,451,629
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,200,364
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,64,401
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,98,831
lng,2,0,0.3333333333333333,1523647972.286521,1523647972.620962,36,50,0.6111111111111112,8,8,467,1047
